2006-06-29T09:49:00.000Z	Paladine		it is for any disk you want to format
2006-06-29T09:50:00.000Z	Paladine		!dvb
2006-06-29T09:50:00.000Z	Paladine		!info dvb
2006-06-29T09:52:00.000Z	Paladine		ok nowI have a question :)
2006-06-29T09:52:00.000Z	Paladine		but it is a tricky one
2006-06-29T09:54:00.000Z	Paladine		my gtk is hosed
2006-06-29T09:54:00.000Z	Paladine		I have to use VMWARE_USE_SHIPPED_GTK=force vmware to make vmware work
2006-06-29T09:54:00.000Z	Paladine		andI have issues in openoffice and several other apps too with gtk
2006-06-29T09:54:00.000Z	Paladine		how the hell do i fix it?
2006-06-29T09:55:00.000Z	mcphail	Paladine	the vmware bug seems to have been fixed. have you apt-get update'd?
2006-06-29T09:56:00.000Z	Paladine	mcphail	Ionly installed vmware yesterday, has this bug been fixed in the last 12 hours?
2006-06-29T09:56:00.000Z	mcphail	Paladine	not with vmware - with libglitz (i think is was). When did you last update dapper?
2006-06-29T09:56:00.000Z	Paladine	mcphail	I don't think my problem is related to the bug, I think my gtk is hosed
2006-06-29T09:57:00.000Z	Paladine	mcphail	I have it set to autoupdate
2006-06-29T09:57:00.000Z	mcphail	Paladine	actually, i think my libglitz comes from a different repo... might explain why it works now?
2006-06-29T09:57:00.000Z	Paladine	mcphail	I get a bunch of there is no colour "Black" in other aps too and my save as dialog window in openoffice has a hosed font (all squares)
2006-06-29T09:59:00.000Z	mcphail	Paladine	are you running Xgl/compiz or standard setup?
2006-06-29T09:59:00.000Z	Paladine	mcphail	standard setup with glx
2006-06-29T10:00:00.000Z	Paladine	mcphail	let me paste you a quick example from the terminal I forced vmware to start from
2006-06-29T10:00:00.000Z	Paladine	mcphail	(vmware:24699): GdkPixbuf-CRITICAL **: file ../../gtk+-2.4.14/gdk-pixbuf/gdk-pixbuf.c: line 662 (gdk_pixbuf_set_option): assertion `key != NULL' failed
2006-06-29T10:02:00.000Z	mcphail	Paladine	your error message was scarier than mine! i think it is going to be a problem with vmware for a while.
2006-06-29T10:03:00.000Z	Paladine	mcphail	yeah but it is not just vmware I am getting gtk errors in, check out my openoffice save as dialog > http://www.paladine.org.uk/funky-saveas-dialog.jpg
2006-06-29T10:04:00.000Z	mcphail	Paladine	one moment - slow connection
2006-06-29T10:04:00.000Z	Paladine	mcphail	np mate
2006-06-29T10:06:00.000Z	mcphail	Paladine	i'm getting a gateway timeout
