2011-10-21T01:10:00.000Z	Fisher		hello, is there a way to setup mutable desktops inn gnome3?
2011-10-21T01:10:00.000Z	firelord42	Fisher	mutable or multiple?
2011-10-21T01:11:00.000Z	Fisher		mutimultable
2011-10-21T01:11:00.000Z	Fisher		multable
2011-10-21T01:11:00.000Z	firelord42		okay now I am really confused
2011-10-21T01:12:00.000Z	Fisher		fifireb i want 4 desktops in gnome3
2011-10-21T01:12:00.000Z	Fisher		firelord42,
2011-10-21T01:12:00.000Z	firelord42	Fisher	doesnt it do that by default?
2011-10-21T01:13:00.000Z	Fisher	firelord42	 no
2011-10-21T01:14:00.000Z	firelord42	Fisher	multiple desktops on Gnome installed on ubuntu right?
2011-10-21T01:15:00.000Z	Fisher	firelord42	 only 2
2011-10-21T01:15:00.000Z	firelord42	Fisher	on a default install?
2011-10-21T01:15:00.000Z	Fisher	firelord42	 yes
2011-10-21T01:15:00.000Z	firelord42	Fisher	what version of ubuntu are you using?
2011-10-21T01:15:00.000Z	Fisher	firelord42	 11.10
2011-10-21T01:16:00.000Z	firelord42	Fisher	strange, my old old oldcomputer even defaulted with 4
